Rank,Title,Link,Abstract
335,Combination of adjuvant hormonal and radiation therapy significantly prolongs survival of patients with pT24 pN+ prostate cancer: results of a matched analysis,https://www.sciencedirect.com/science/article/pii/S0302283811001564,"patients of 532 (46.4%) receiving adjuvant HT alone (group 2). After matching, the two groups of patients  Moreover, the only level 1 evidence trial addressing the role of RT in patients"
336,Algorithmic matching of genomic profiles to precision cancer medicine clinical trials at DFCI.,https://ascopubs.org/doi/abs/10.1200/JCO.2017.35.15_suppl.6620,"for patient-specific clinical trial matching at Dana-Farber Cancer Institute (DFCI) called MatchMiner, which aides in both patient  Trial matches are computed based on genomic criteria,"
337,The effectiveness of a stage-matched smoking cessation intervention for cardiac patients: a randomized controlled trial,https://hub.hku.hk/handle/10722/98370,1860 cardiac out-patient daily smokers were randomized to  The intervention group received stage-matched smoking  -matched intervention was effective in motivating patients to
338,"Effect of adding systematic family history enquiry to cardiovascular disease risk assessment in primary care: a matched-pair, cluster randomized trial",https://www.acpjournals.org/doi/abs/10.7326/0003-4819-156-4-201202210-00002,"This cluster randomized trial, which involved 748 adult patients with no previously  patients who were eligible for targeted prevention than did usual practice procedures (4.8% vs. 0.3%)."
339,Oral clarithromycin in COVID-19 of moderate severity: the ACHIEVE open-label trial using concurrent matched comparators,https://www.medrxiv.org/content/10.1101/2020.12.22.20248753.abstract,"In conclusion, the results of the ACHIEVE trial clearly indicate that clarithromycin treatment in patients with moderate COVID-19 is associated with early clinical improvement and"
340,"Detection of BRCA1, BRCA2, and ATM Alterations in Matched Tumor Tissue and Circulating Tumor DNA in Patients with Prostate Cancer Screened in PROfound",https://aacrjournals.org/clincancerres/article-abstract/29/1/81/711959,"Furthermore, the importance in detecting structural variants was emphasized in the TOPARP-B clinical trial, whereby the patients who received the greatest benefit from PARP inhibitor ("
341,Fluconazole versus amphotericin B in the treatment of hematogenous candidiasis: a matched cohort study,https://www.sciencedirect.com/science/article/pii/S0002934396800726,The optimal approach to compare two drug regimens is a prospective randomized trial. One such trial of patients with documented or suspected candidiasis conducted at our institution ~
342,The need for structured pathology data in matching human subjects to cancer clinical trial criteria: A methodological approach,https://www.researchgate.net/profile/Nalan-Yurtsever-2/publication/369899011_POSTER_PRESENTATIONS_-_PROFFERED_ABSTRACTS_APRIL_04_2023_Abstract_3167_The_need_for_structured_pathology_data_in_matching_human_subjects_to_cancer_clinical_trial_criteria_A_methodological_approach/links/645bb5576090c43d0f5f127d/POSTER-PRESENTATIONS-PROFFERED-ABSTRACTS-APRIL-04-2023-Abstract-3167-The-need-for-structured-pathology-data-in-matching-human-subjects-to-cancer-clinical-trial-criteria-A-methodological-approach.pdf,Increasing the efficiency of trial-patient matching: automated clinical trial eligibility pre-screening for pediatric oncology patients. BMC Med Inform Decis Mak. 2015 Apr 14;15:28.
343,A clinician's guide for conducting randomized trials in individual patients.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1268200/,"In an N of 1 RCT a patient undergoes pairs of treatment  with matched placebo, assigned at random); both the patient and  time-honoured ""trial of therapy"", in which the patient is given a"
344,-and-extend regimens at 2 years: network meta-analysis incorporating individual patient data meta-regression and matching-adjusted indirect comparison,https://link.springer.com/article/10.1007/s12325-020-01298-x,"Matching-Adjusted Indirect Treatment Comparison MAIC requires access to patient-level data from one trial, which are matched  using propensity score matching technique as described"
345,Mortality and morbidity results from the European Working Party on High Blood Pressure in the Elderly trial,https://www.sciencedirect.com/science/article/pii/S0140673685917830,"placebocontrolled trial of antihypertensive treatment was conducted in patients over the age  remained raised, methyldopa was added to the active regimen and matching placebo in the"
346,Does it matter which exercise?: A randomized control trial of exercise for low back pain,https://journals.lww.com/spinejournal/fulltext/2004/12010/Does_it_Matter_Which_Exercise___A_Randomized.2.aspx,That not a single subject in the matched group demonstrated overall worsening or pain  overall safety of the DP-matched exercises when applied to patients in whom a DP was elicited
347,Participation in adherence clubs and on-time drug pickup among HIV-infected adults in Zambia: A matched-pair cluster randomized trial,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1003116,"bias and confounding by matching on the baseline value of the endpoint of interest, performing additional adjustment during analysis, and analyzing patients independently of receipt of"
348,in patients undergoing transcatheter aortic valve replacement: the PROTECT-TAVI trial (PROphylactic effecT of furosEmide-induCed diuresis with matched,https://www.jacc.org/doi/full/10.1016/j.jcin.2015.08.007,"Patients undergoing TAVR, in particular, are at high risk, not only at risk of AKI but of subsequent cardiac and noncardiac mortality. In the current study, patients  % of patients had severe"
349,Trial of cyclosporin in corticosteroid-dependent chronic severe asthma,https://www.sciencedirect.com/science/article/pii/014067369291646P,"patient and the blinded trial physician, and was treated according to standard clinical practice in response to the patients  supplied the trial medication and matching placebo. The study"
350,Immunosuppression for cadaveric renal allograft recipients: A risk-factor matched comparison of the Minnesota Randomized Trial with a antilymphoblast globulin,https://experts.umn.edu/en/publications/immunosuppression-for-cadaveric-renal-allograft-recipients-a-risk,"results of this new four-drug protocol given to 78 patients with the 1st yr results of the two-drug  were matched for age, sex, number of retransplants, and diabetic status, and all patients"
351,"87P An augmented exome/transcriptome-based platform for precision cancer therapy selection, clinical trial matching, and oncology research applications, enabling",https://www.annalsofoncology.org/article/S0923-7534(20)43088-1/abstract,be leveraged for the development of advanced composite biomarkers that combine both tumor and immune features from DNA and RNA; enabling more accurate stratification of patient
352,intervention on patient delay and emergency medical service use in acute coronary heart disease: The Rapid Early Action for Coronary Treatment (REACT) Trial,https://jamanetwork.com/journals/jama/article-abstract/192855,"Trial, a randomized trial conducted from 1995 to 1997 in 20 US cities (10 matched pairs;  , public, and patient education to increase appropriate patient actions for AMI symptoms ("
353,Incident heart failure hospitalization and subsequent mortality in chronic heart failure: a propensity-matched study,https://www.sciencedirect.com/science/article/pii/S1071916407011608,"We matched 1057 (97%) of the 1091 patients who had HF hospitalizations during the first 2  As in a randomized clinical trial, the current study was designed (ie, a risk-adjusted a"
354,Autologous stem cell transplantation in patients of 70 years and older with multiple myeloma: results from a matched pair analysis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajh.21191,"However, the recently presented results of the IFM 99-06 trial, which randomized patients  advantage seen among elderly patients with intermediate dose melphalan in this trial [15]. In"
